    Send    	    送信    
This function sends common test payloads to random URLs and parameters at irregular intervals, to generate traffic similar to that caused by manual penetration testing. Its only real use is to let you take a break from testing while still looking busy according to the server's logs. Only items which you selected in the site map will be requested.	この機能は、一般的なテストペイロードを不規則な間隔でランダムなURLやパラメータに送信し、手動ペネトレーションテストで発生するようなトラフィックを生成します。この機能の唯一現実的な使用方法は、一生懸命テストをしているようなログをサーバに残しながら休憩を取ることです。サイトマップで選択したアイテムのみリクエストが送信されます。
This is the timeout after which failed DNS lookups are repeated	失敗したDNS名前解決を繰り返すまでのタイムアウトです
This is the timeout after which successful DNS lookups expire	成功したDNS名前解決が期限切れになるまでのタイムアウトです
This item is outside the current spidering scope. Would you like to modify the scope to include the item?	このアイテムは、現在の巡回スコープ外です。このアイテムを含むようスコープを修正しますか？
This item is outside the current target scope. Are you sure you want to perform an active scan?	このアイテムは現在の対象スコープ外です。アクティブスキャンを実行してよろしいですか？
This listing contains the definitions of all issues that can be detected by Burp Scanner.	Burp Scannerが検出できる全問題の定義一覧です。
This macro is being used by a session handling rule and cannot be deleted.	このマクロはセッションハンドリングルールで使用されているため削除できません。
This might take an excessive time to perform a complete crawl	完全にクロールするには膨大な時間がかかります
This panel shows a list of the unique SSL certificates received from web servers. Double-click an item to show the full details of the certificate.	このパネルにはWebサーバから受信した一意なSSL証明書が表示されます。証明書の詳細を見るにはアイテムをダブルクリックしてください。
This payload type can be used to generate illegal Unicode representations of characters. It is sometimes effective in bypassing filters designed to block certain characters. See the full help for details of each option.	不正なUnicode表記の文字列を生成します。特定の文字をブロックするよう設計されたフィルタの回避に効果がある場合があります。各オプションの詳細はヘルプを参照してください。
This payload type can be used to shuffle blocks of ciphertext in ECB-encrypted data, so as to meaningfully modify the decrypted cleartext and potentially interfere with application logic. You can optionally supply a list of encrypted strings that use the same cipher and key, to provide additional blocks for shuffling into the original data.	ECBで暗号化されたデータの暗号文ブロックを並び替えると、復号した際に意味のある平文になり、アプリケーションロジックが不安定になる可能性があります。必要に応じて、同じ暗号およびキーを使用して暗号化された文字列のリストを指定し、元データにシャッフルの追加ブロックとして使用できます。
This payload type copies the value of the current payload at another payload position. It can be used with attack types that have multiple payload sets.	このペイロードタイプは、別ペイロードの値を、現在のペイロード値にコピーします。複数のペイロードセットを使用する攻撃タイプで使用できます。
This payload type generates date payloads within a given range and in a specified format.	与えられた範囲内で、指定した形式の日付ペイロードを生成します。
This payload type generates numeric payloads within a given range and in a specified format.	与えられた範囲内で、指定した形式の数値ペイロードを生成します。
This payload type generates payloads based on blocks of a specified character or string. It can be useful for detecting buffer overflows and exploiting some logic flaws.	指定された文字や文字列のブロックに基づいたペイロードを生成します。バッファオーバフローの検知やロジックフローの攻撃に有用です。
This payload type generates payloads of specified lengths that contain all permutations of a specified character set.	指定した長さ・文字セットから、すべての組み合わせのペイロードを生成します。
This payload type generates payloads whose value is an empty string. With no payload markers configured, this can be used to repeatedly issue the base request unmodified.	ペイロード値が空の文字列を生成します。ペイロードマーカの設定は不要で、ベースリクエストを変更せず繰り返し送信できます。
This payload type invokes a Burp extension to generate payloads.	ペイロードの作成にBurp拡張を実行します。
This payload type lets you configure a file from which to read payload strings at runtime.	実行時にペイロード文字列を読み込むファイルを設定できます。
This payload type lets you configure a list of names or email addresses, and derives potential usernames from these using various common schemes. You can enter items as "firstname lastname" or "firstname.lastname@example.org".	名前や電子メールアドレスの一覧を設定し、そこから一般的な生成規則を使用して様々な潜在的なユーザ名を生成します。"名 姓" または "名.姓@example.org" でアイテムを入力できます。
This payload type lets you configure a list of strings and apply various case modifications to each item.	文字列のリストと、各アイテムに適用する大文字小文字の変更方法を設定できます。
This payload type lets you configure a list of strings and apply various character substitutions to each item.	文字列のリストと、各アイテムに適用する様々な文字置換が設定できます。
This payload type lets you configure a simple list of strings that are used as payloads.	ペイロードに使用する文字列の単純なリストを設定します。
This payload type lets you configure multiple lists of items, and generate payloads using all permutations of items in the lists.	複数のアイテムリストを設定し、リスト内のアイテム全てを組み合わせてペイロードを生成できます。
This payload type lets you extract each payload from the response to the previous request in the attack. It is useful in some situations where you need to work recursively to extract useful data or deliver an exploit. Extract grep items can be defined in the Options tab.	このペイロードタイプは、前の攻撃リクエストのレスポンスからペイロードを抽出します。有用なデータの抽出やエクスプロイトの引き渡しを再帰的に行う必要があるような状況で便利です。抽出grepアイテムは、"オプション"タブで定義できます。
This payload type operates on a string input and modifies the value of each character position in turn. It is useful to quickly test which parts of a long string have an effect on the application's processing.	このペイロードタイプは入力文字列に対して、各位置の文字を順番に変更していきます。長い文字列のどの部分がアプリケーションの処理に影響を与えるをすばやくテストするために便利です。
This payload type operates on an input and modifies the value of each bit position in turn. It can sometimes be used to meaningfully modify the decrypted values of CBC-encrypted data, and potentially interfere with application logic.	このペイロードタイプは入力値に対して、各ビット位置の値を順番に変更していきます。CBC暗号化されたデータに意味のある変更を行う場合や、アプリケーションロジックの潜在的な妨害に使用できる場合があります。
This project file has been accessed by a more recent version of Burp. Some data may not be not be displayed or may be incomplete.	このプロジェクトファイルは、より新しいバージョンのBurpにアクセスされています。一部のデータが表示されない、または不完全な場合があります。
This project file was created by a different installation of Burp. You need to decide whether to take full ownership of the project.	このプロジェクトファイルは他のBurpで作成されました。プロジェクトの完全な所有権を選択するか決定する必要があります。
This setting can be used to URL-encode selected characters within the final payload, for safe transmission within HTTP requests.	HTTPリクエストを安全に送信するために、最終的なペイロードの指定した文字をURLエンコードする設定です。
This setting controls how Burp handles extensions on startup.	Burp起動時の拡張の処理方法を制御します。
This setting controls the state of proxy interception at startup.	起動時のプロキシインターセプト状態の設定です。
This setting controls whether adding items to Target scope will automatically set the Proxy option to stop sending out-of-scope items to the history or other Burp tools.	ターゲットスコープへアイテムを追加したときに、履歴や他のBurpツールにスコープ外アイテムを送信しないようProxyオプションを自動的に追加するかどうか設定します。
This strategy applies some optimizations to the coverage of the crawl, with some loss of speed in some applications. It is appropriate for applications with volatile or overloaded URLs, or more complex stateful functionality than normal.	この戦略は、クロールの網羅性に一部の最適化を適用しますが、一部のアプリケーションでは速度が失われます。揮発性もしくは高負荷のURLのアプリケーションや、通常よりも複雑なステートフル機能を持つアプリケーションに適しています。
This strategy applies some optimizations to the speed of the crawl, with some loss of coverage in some applications. It is appropriate for applications that use mostly stable and unique URLs, and only limited or simple stateful functionality.	この戦略は、クロールの速度に一部の最適化を適用しますが、一部のアプリケーションでは網羅性が失われます。大部分がユニークで安定していて、かつ限られたもしくはシンプルなステートフル機能しかない場合に適しています。
This strategy optimizes as far as possible for the coverage of the crawl, at the expense of speed in most applications. It is appropriate to achieve strong coverage of applications with highly volatile or overloaded URLs or heavily complex stateful functionality.	この戦略は、クロールの網羅性を可能な限り最適化しますが、ほとんどのアプリケーションで速度が低下します。揮発性の高いURLや高負荷のURLや、非常に複雑なステートフル機能を強力にカバーする場合に適しています。
This strategy optimizes as far as possible for the speed of the crawl, at the expense of lower coverage in many applications. It is appropriate for applications with stable and unique URLs, and no stateful functionality.	この戦略は、クロール速度を可能な限り最適化しますが、多くのアプリケーションでは網羅性が低下します。URLがユニークで安定してて、ステートフルな機能を持たないアプリケーションに適しています。
This strategy represents a trade-off between coverage and speed that is appropriate for typical applications.	この戦略は、一般的なアプリケーションで網羅性と速度のバランスが取れています。
This test analyzes the distribution of characters used at each position within the token. If the sample is randomly generated, the distribution of characters employed is likely to be approximately uniform. At each position, the test computes the probability of the observed distribution arising if the tokens are random. The significance level at each position is the probability of the observed distribution of characters occurring, assuming that the sample is randomly generated.	トークン内の各位置で使用される文字の分布を分析します。もしサンプルがランダムに生成されているならば、使用される文字の分布はほぼ均一になるはずです。このテストでは、各位置について、トークンがランダムである場合に観測されるはずの、分布の確率を計算します。各位置の有意水準は、サンプルがランダムに生成されたと仮定した場合、発生が観察された文字分布の確率です。
This test analyzes the distribution of ones and zeroes at each bit position. If the sample is randomly generated, the number of ones and zeroes is likely to be approximately equal. At each position, the test computes the probability of the observed distribution arising if the tokens are random. The significance level at each position is the probability of the observed number of ones and zeroes occurring, assuming that the sample is randomly generated.	各ビット位置での1と0の分布を分析します。もしサンプルがランダムに生成されているならば、1と0の分布はほぼ均一になるはずです。このテストでは、各位置について、トークンがランダムである場合に観測されるはずの、分布の確率を計算します。各位置の有意水準は、サンプルがランダムに生成されたと仮定した場合、0と1の発生が観察された数の確率です。
This test analyzes the relationships between bits at different positions within the token. If the sample is randomly generated, a value at a given bit position is equally likely to be accompanied by a one or a zero at any other bit position. At each position, the test computes the probability of the relationships observed with bits at other positions arising if the tokens are random. To prevent arbitrary results, when a degree of correlation is observed between two bits, the test adjusts the significance level of the bit whose significance level is lower based on all of the other bit-level tests.	このテストは、トークン内の異なる位置のビット間の関係を分析します。もしサンプルがランダムに生成されているならば、特定ビットの値は、他のビット位置が0または1になる確率とほぼ等しくなるはずです。テストは各位置で、トークンがランダムな場合に生じる観測した他の位置のビットの確率を計算します。恣意的な結果を防ぐために、2ビットの間で相関性が観察された場合、その他のビットレベルテストでより有意水準が低いビットについて、ビットの有意水準を調整します。
This test analyzes the transitions between successive tokens in the sample. If the sample is randomly generated, a character appearing at a given position is equally likely to be followed in the next token by any one of the characters that is used at that position. At each position, the test computes the probability of the observed transitions arising if the tokens are random. The significance level at each position is the probability of the observed transitions occurring, assuming that the sample is randomly generated.	サンプル内の連続したトークン間の、遷移を分析します。もしサンプルがランダムに生成されているならば、ある位置に現れた文字について、過去に同じ位置で使用された文字が何であっても、次のトークンでもまた同じ位置に出現する確率は同程度になるはずです。このテストでは、各位置について、トークンがランダムな場合に観測されるはずの、遷移確率を計算します。各位置の有意水準は、サンプルがランダムに生成されたと仮定した場合、発生が観察された遷移の確率です。
This test attempts to compress the bit sequence at each position using standard ZLIB compression. The results indicate the proportional reduction in the size of the bit sequence when it was compressed. A higher degree of compression indicates that the data is less likely to be randomly generated.	このテストは、標準的な ZLIB 圧縮を使用して各位置でビット列を圧縮しようとします。圧縮されると、ビット列のサイズが比例減少します。高い圧縮率は、データがランダムに生成されていないこと示しています。
This test divides the bit sequence at each position into consecutive, non-overlapping groups of four, and derives a four-bit number from each group. It then counts the number of occurrences of each of the 16 possible numbers, and performs a chi-square calculation to evaluate this distribution. If the sample is randomly generated, the distribution of four-bit numbers is likely to be approximately uniform. At each position, the test computes the probability of the observed distribution arising if the tokens are random. The significance level at each position is the probability of the observed distribution occurring, assuming that the sample is randomly generated.	各位置のビット列を、連続する4つの非重複グループに分割し、各グループから4ビットの値を導出します。次に、出現する可能性のある16の数値の出現回数を数え、カイ二乗計算を行いこの分布を評価します。もしサンプルがランダムに生成されているならば、4ビット数値の分布はほぼ均一になるはずです。このテストでは、各位置について、トークンがランダムである場合に観測されるはずの、分布の確率を計算します。サンプルがランダムと仮定した場合、各位置の有意水準は、観察された分布が発生する確率です。
This test divides the bit sequence at each position into runs of consecutive bits which have the same value. It then counts the number of runs with a length of 1, 2, 3, 4, 5, and 6 and above. If the sample is randomly generated, the number of runs with each of these lengths is likely to be within a range determined by the size of the sample set. At each position, the test computes the probability of the observed runs occurring if the tokens are random. The significance level at each position is the probability of the observed runs occurring, assuming that the sample is randomly generated.	このテストは各位置のビット列を、同じ値を持つ連続したビットの連に分割します。そして長さが1, 2, 3, 4, 5, 6, それ以上の連の数を数えます。もしサンプルがランダムに生成されているならば、これらの各長さの連の数は、サンプルセットのサイズで決定される範囲にほぼ入るはずです。このテストでは、各位置について、トークンがランダムな場合に観測されるはずの、連の確率を計算します。サンプルがランダムと仮定した場合、各位置の有意水準は、観察された連が発生する確率です。
This test measures the longest run of bits with the same value at each bit position. If the sample is randomly generated, the longest run is likely to be within a range determined by the size of the sample set. At each position, the test computes the probability of the observed longest run arising if the tokens are random. The significance level at each position is the probability of the observed longest run occurring, assuming that the sample is randomly generated.	各ビット位置で、同じ値を持つビットの最長連を計測します。もしサンプルがランダムに生成されているならば、最長連は、サンプルセットのサイズで決定される範囲にほぼ入るはずです。このテストでは、各位置について、トークンがランダムである場合に観測されるはずの、最長連の確率を計算します。サンプルがランダムと仮定した場合、各位置の有意水準は、観察された最長連が発生する確率です。
This test performs a sophisticated analysis of the bit sequence at each position, and is capable of identifying evidence of non-randomness in some samples which pass the other statistical tests. The test works through the bit sequence and treats each series of consecutive numbers as coordinates in a multi-dimensional space. It plots a point in this space at each location determined by these co-ordinates. If the sample is randomly generated, the distribution of points within this space is likely to be approximately uniform; the appearance of clusters within the space indicates that the data is likely to be non-random. At each position, the test computes the probability of the observed distribution occurring if the tokens are random. The test is repeated for multiple sizes of number (between 1 and 8 bits) and for multiple numbers of dimensions (between 2 and 6). The significance level at each position is the probability of the observed results occurring, assuming that the sample is randomly generated.	このテストは、各位置のビットシーケンスの高度な解析を実行し、他の統計テストに合格した一部のサンプルの、非ランダム性の証拠を発見できます。このテストではビット列を処理し、一連の連続する数値を多次元空間の座標として扱います。これらの座標によって決定された場所ごとに、空間内の点をプロットします。もしサンプルがランダムに生成されているならば、この空間内の点の分布はほぼ均一になるはずです; 空間内に偏りができた場合は、データがランダムではない可能性が高いです。このテストでは、各位置について、トークンがランダムな場合に観測されるはずの、分布の発生確率を計算します。このテストは、複数サイズの数(1から8ビット)と、複数の次元(2から6)で繰り返されます。サンプルがランダムと仮定した場合、各位置の有意水準は、観察された結果が発生する確率です。
This type of live task analyses HTTP messages and adds entries to the Target site map. Choose which items to add to the site map based on their type and URL.	このタイプのライブタスクは、HTTPメッセージを分析し、Targetのサイトマップにエントリを追加します。タイプとURLに基づいて、サイトマップに追加するアイテムを選択してください。
This version of Burp requires a license key. To continue, please paste your license key below, or load it from file.	このバージョンのBurpはライセンスキーが必要です。継続するには、以下にライセンスキーを貼り付けるか、ファイルから読み込んでください。
This will clear all existing custom iterator settings	既存のすべてのカスタムイテレータをクリアします
This will close all Burp projects and shutdown - are you sure you want to exit?	すべてのBurpプロジェクトを閉じシャットダウンします - 終了してよろしいですか？
This will close all Burp windows - are you sure you want to exit?	Burpのすべてのウィンドウを閉じます - 終了してよろしいですか？
This will enable other network users to use the proxy and view the proxy history.	他のネットワークユーザがプロキシを利用し、プロキシの履歴を閲覧できるようになります。
This will enable other network users to use the service.	他のネットワークユーザがこのサービスを使用できるようになります。
This will exit the current attack	現在の攻撃を終了します
This will update the requests and responses in the macro definition with those made in this test. Are you sure you want to proceed?	このテストで生成されたリクエストとレスポンスがマクロ定義で更新されます。続行してよろしいですか？
This wizard lets you remove certain information which Burp saves on your computer. Choose which items you would like to remove.	このウィザードで、Burpがコンピュータに保存した特定の情報を削除します。削除したいアイテムを選択してください。
Thorough	徹底的
Throttle (milliseconds):	ウェイト(ミリ秒):
Throttle between requests (milliseconds):	リクエスト間のウェイト(ミリ秒):
Time	時刻
Time delays	遅延
Time of day	時刻
Time requested	リクエスト時刻
Time running:	起動時間:
Time-delay checks	遅延チェック
Timeout	タイムアウト
Timeouts	タイムアウト
Title	タイトル
To ProperName	先頭のみ大文字でその他は変更なし
To Propername	先頭のみ大文字でその他は小文字
To change an action's hotkey, select it in the table and type the hotkey for that action. To clear an existing hotkey, press delete or escape. All hotkeys must use the Control key, and may also use Shift or other available modifiers.	アクションのホットキーを変更するには、テーブルから選択してそのアクションのホットキーを入力します。既存のホットキーをクリアするには、DeleteキーかEscキーを押します。すべてのホットキーはコントロールキーを使用する必要があり、シフトやその他の修飾キーも使用できます。
To change an action's hotkey, select it in the table and type the hotkey for that action. To clear an existing hotkey, press delete or escape. All hotkeys must use the Control key, and may also use Shift or other available modifiers. Note that on some Windows installations the Control+Alt combination is treated by the OS as equivalent to AltGr, and so may result in typed characters appearing when pressed in text fields.	アクションのホットキーを変更するには、テーブルから選択してそのアクションのホットキーを入力します。既存のホットキーをクリアするには、DeleteキーかEscキーを押します。すべてのホットキーはコントロールキーを使用する必要があり、シフトやその他の修飾キーも使用できます。一部のWindowsインストールでは、Ctrl+Altの組み合わせはAltGrと同等として扱われるので、テキストフィールドに入力した文字が現れる可能性がある点に注意してください。
To client	クライアント宛
To enable bit-level analysis, each token was converted into a set of ([,0-9]+) bits.(.*)	ビットレベルの解析を有効にするために、各トークンは$1ビットのセットに変換されました。$2
To help us improve Burp, please report this bug and include the details below.	Burpを改善するため、次の詳細を含むこのバグを報告してください。
To load this file, create a new Burp project, and then restore the state file in the normal way, via the Burp menu.	このファイルを読み込むには、新規Burpプロジェクトを作成し、Burpメニューから通常通りステートファイルをリストアしてください。
To lower case	小文字に変換
To monitor or troubleshoot the behavior of your session handling rules, you can use the sessions tracer to view in detail the results of processing each rule.	セッションハンドリングルールの動作の監視やトラブルシュートを行うには、セッショントレーサを使用して各ルールの処理結果の詳細が表示できます。
To new tab	新規タブへ
To repeat this request in your browser, copy the URL below and paste into a browser that is configured to use Burp as its proxy.	このリクエストをブラウザで再送するには、Burpをプロキシとして使用するよう設定されたブラウザに、次のURLをコピーして貼り付けてください。
To run Python extensions, you must download the Jython standalone JAR, and configure its location in Burp Extender options.	Python拡張を実行するには、JythonスタンドアローンJARファイルをダウンロードし、Burp Extenderオプションで場所を設定する必要があります。
To run Ruby extensions, you must download the JRuby JAR file, and either configure its location in Burp Extender options, or load it on startup via the Java classpath.	Ruby拡張を実行するには、JRubyのJARファイルをダウンロードし、Burp Extenderオプションで場所を設定するか、起動時のJavaクラスパス経由で読み込む必要があります。
To server	サーバ宛
To show this response in your browser, copy the URL below and paste into a browser that is configured to use Burp as its proxy.	このレスポンスをブラウザで表示するには、Burpをプロキシとして使用するよう設定されたブラウザに、次のURLをコピーして貼り付けてください。
To tab ([0-9]+)	タブ$1へ
To take effect, you will need to restart Burp, and then install the new certificate in your browser.	有効にするには、Burpを再起動し、ブラウザに新しい証明書をインストールする必要があります。
To this IP address	このIPアドレス宛
To this host	このホスト宛
To upper case	大文字に変換
To use (.*) extensions, you need to download (.*), and configure its location in Burp Extender options.	$1拡張を使うには、$2をダウンロードし、Burp Extenderのオプションでその場所を設定してください。
Toggle message interception	メッセージのインターセプトを反転
Token Analysis	トークン解析
Token Handling	トークンハンドリング
Token Location Within Response	レスポンス内のトークン位置
Token length: ([0-9]+).	トークン長: $1
Tokens loaded:	読み込んだトークン:
Tolerate URL mismatch when matching parameters (use for URL-agnostic CRSF tokens)	パラメータマッチ時にURLの不一致を許容する(URLに依存しないCSRFトークンに使用)
Tool	ツール
Tools	ツール
Tools Scope	ツールスコープ
Top/bottom split	上下分割
Total cost:	総額:
Total encodings	総エンコード数
Total number of parameters:	パラメータの総数:
Transitions	遷移
Trigger login failures (using invalid username)	ログイン失敗を起こす (不正なユーザ名を使用する)
Try to decode automatically	自動デコードを試行
Two updates are available. Please select the version and build that you want to download.	2つの更新が利用可能です。ダウンロードしたいバージョンとビルドを選択してください。
Two-digit hex	2桁16進数
Type	タイプ
Type a search term	検索語を入力
Type character to insert (ASCII or hex code)	挿入する文字を入力してください (ASCIIまたは16進数コード)
Type index	タイプインデックス
Type string to insert	挿入する文字列を入力してください
Type:	タイプ:
Types of item to add:	追加するアイテムのタイプ:
Typical severity	一般的な危険度
URL Scope	URLスコープ
URL file path (required)	URLファイルパス (必須)
URL of redirection target	リダイレクト対象のURL
URL parameter	URLパラメータ
URL parameter values	URLのパラメータ値
URL parameter( .+)?	URLパラメータ$1
URL path filename	URLパスのファイル名
URL path folder	URLパスのフォルダ
URL path folders	URLパスのフォルダ
URL query string	URLクエリーストリング
URL to body	URLからボディ
URL to cookie	URLからcookie
URL-decode	URLデコード
URL-encode all characters	すべての文字をURLエンコード
URL-encode all characters (Unicode)	すべての文字をURLエンコード(Unicode)
URL-encode as you type	入力をURLエンコード
URL-encode key characters	特殊文字をURLエンコード
URL-encode these characters:	これらの文字をURLエンコードする:
URL-encoded form	URLエンコードフォーム
URLs in scope	スコープ内URL
URLs to Scan	スキャンするURL
URLs to add:	追加するURL:
Unable to load help - please email support@portswigger.net with details, including the location of this help button.	ヘルプを読み込めません - このヘルプボタンの場所など詳細をsupport@portswigger.netまでメールしてください。
Unable to load library - check file is correct and device is installed	ライブラリを読み込めません - ファイルが正しいか、デバイスがインストールされているかチェックしてください
Unauthenticated crawl. Estimating time remaining...	未認証状態のクロール. 残り時間見積中...
Unauthorized Response	未認可のレスポンス
Uncheck all	すべて解除
Understand 100 Continue responses	100 Continueレスポンスを認識する
Undock	切り離し
Unencrypted communications(\s+\[[0-9]+\])?	暗号化されていない通信$1
Unhide hidden form fields	Hiddenフォームフィールドを強制表示する
Unidentified code injection(\s+\[[0-9]+\])?	不明なコードインジェクション$1
Unique Locations:	一意な位置:
Unique locations:	一意な位置:
Unknown host	不明なホスト
Unpack gzip / deflate	gzip/deflateを展開する
Unpack gzip / deflate in requests	リクエストのgzip/deflateを展開する
Unpack gzip / deflate in responses	レスポンスのgzip/deflateを展開する
Up	上へ
Update Content-Length	Content-Lengthを更新
Update Content-Length header	Content-Lengthヘッダを更新
Update all cookies except for:	これ以外すべてのcookieを更新する:
Update all parameters except for:	これ以外すべてのパラメータを更新する:
Update config based on selection below	以下の選択を元に設定を更新
Update current	現状を更新
Update current request with cookies from session handling cookie jar	セッションハンドリングcookie jarのcookieでリクエストを更新する
Update current request with parameters matched from final macro response	マクロの最後のレスポンスのマッチしたパラメータでリクエストを更新する
Update license key	ライセンスキー更新
Update macro	マクロ更新
Update now	更新開始
Update only the following cookies:	このcookieのみ更新する:
Update only the following parameters:	このパラメータのみ更新する:
Update the first macro request with parameters matched from the response to the current request	最初のマクロリクエストのマッチしたパラメータを、現在のリクエストのレスポンスで更新する
Update the original macro configuration with the requests and responses made in this test	元のマクロ設定を、このテストで生成したリクエストとレスポンスに更新する
Update was saved successfully.	更新を正常に保存しました。
Updated:	更新:
Updating results	結果更新中
Upstream Proxy Servers	上位プロキシサーバ
Usable Bits of Entropy	使用可能なエントロピービット
Use Burp defaults	Burpのデフォルトを使用する
Use HTTP version 1.1	HTTPバージョン1.1を使用する
Use HTTP/1.0 in requests to server	サーバへのリクエストにHTTP/1.0を使用する
Use HTTP/1.0 in responses to client	クライアントへのレスポンスにHTTP/1.0を使用する
Use HTTPS	HTTPSを使用する
Use Referer header	Refererヘッダを使用する
Use SOCKS proxy	SOCKSプロキシを使用する
Use a custom certificate (PKCS#12):	カスタム証明書を使用する(PKCS#12):
Use a private Collaborator server:	プライベートCollaboratorサーバを使用する:
Use a self-signed certificate	自己署名の証明書を使用する
Use a specific character set:	指定した文字セットを使用する:
Use advanced scope control	高度なスコープ設定を使用する
Use all items with responses	全てのレスポンスアイテムを使用する
Use built-in lists	組み込みリストを使用する
Use cookies	cookie使用
Use cookies from Burp's cookie jar	Burpのcookie jarのcookieを使用する
Use cookies from the session handling cookie jar	セッションハンドリングcookie jarのcookieを使用する
Use cookies from the session handling cookie jar in requests	セッションハンドリングcookie jarのcookieをリクエストに使用する
Use current site map	現在のサイトマップを使用する
Use custom location:	指定した場所を使用する:
Use custom protocols and ciphers	カスタムプロトコルと暗号を使用する
Use custom scope	カスタムスコープを使用する
Use default attack configuration	デフォルトの攻撃設定を使用する
Use default system temp directory	システムのデフォルト一時ディレクトリを使用する
Use denial-of-service mode (no results)	サービス拒否モードを使用する(結果なし)
Use dynamic analysis techniques	動的解析手法を使用する
Use existing resource pool	既存のリソースプールを使用する
Use font smoothing	フォントスムージングを使用する
Use intelligent attack selection	賢い攻撃の選択を使用する
Use lower case alpha characters	英小文字使用
Use nested insertion points	ネストした挿入ポイントを使用する
Use only selected branches	選択したブランチのみ使用する
Use options saved with project	プロジェクトに保存されたオプションを使う
Use proxy server to connect	接続にプロキシサーバを使用する
Use static analysis techniques	静的解析手法を使用する
Use suite scope [defined in Target tab]	全体のスコープを使用する[Targetタブで定義]
Use the configuration below to control which URLs this rule applies to.	ルールを適用するURLを設定します。
Use the configuration below to define the items that are included in the macro, and the order they will be issued. You can configure how parameters and cookies are handled for each item. You can also test the macro to confirm it is working correctly.	次の設定を使用して、マクロに含めるアイテムと、発行される順番の定義します。各アイテムでのパラメータやcookieの処理方法が設定できます。マクロをテストし、正しく動作するか確認もできます。
Use the default Collaborator server	デフォルトのCollaboratorサーバを使用する
Use the default protocols and ciphers of your Java installation	Javaインストールのデフォルトプロトコルと暗号を使用する
Use the platform default	プラットフォームのデフォルトを使用する
Use the platform default \((.*)\)	プラットフォームのデフォルト($1)を使用する
Use these settings to control which WebSockets messages are stalled for viewing and editing in the Intercept tab.	インターセプトタブで止めて、表示や編集をするWebSocketメッセージを制御します。
Use these settings to control which requests are stalled for viewing and editing in the Intercept tab.	インターセプトタブで止めて、表示や編集をするリクエストを制御します。
Use these settings to control which responses are stalled for viewing and editing in the Intercept tab.	インターセプトタブで止めて、表示や編集をするレスポンスを制御します。
Use these settings to monitor and control Burp Spider. To begin spidering, browse to the target application, then right-click one or more nodes in the target site map, and choose "Spider this host / branch".	Burp Spiderの監視と制御を行います。巡回を開始するには、対象アプリケーションをブラウズし、サイトマップで対象の1つまたは複数のノードを右クリックし、"このホスト/ブランチをSpider実行"を選択してください。
Use these settings to monitor and control the discovery session.	探索セッションの監視と制御を行います。
Use this for other configurations	他の設定でも利用する
Use this function to test the macro and determine whether it is working as required.	この機能を使用してマクロをテストし、要求通りに動作しているかどうか確認します。
User Interface	ユーザインタフェース
User agent-dependent response(\s+\[[0-9]+\])?	ユーザエージェントに依存したレスポンス$1
User agents	ユーザエージェント
User options	ユーザオプション
Username	ユーザ名
Username generator	ユーザ名ジェネレータ
Username:	ユーザ名:
Usernames	ユーザ名
Using Burp Suite	Burp Suiteの使い方
Valid session	セッション有効
Validate session only every	セッションを
Value	値
Value \[(.*)\]	値 [$1]
Value derived from	派生した値
Value:	値:
Variable:  start	変動:  初期
Version:	バージョン:
View	表示
View details	詳細表示
View release notes	リリースノートを表示する
Vulnerability classifications [where applicable]	脆弱性の分類 [該当する場合]
Waiting	待機中
Waiting to pause	一時停止しています
Warning	注意
Warning: The CSRF form uses a different encoding type than the original request, and so the application may not process the request in the way required.	警告: CSRFフォームに元のリクエストとは異なるエンコーディングが使用されているため、指定された方法でアプリケーションがリクエストを処理できない可能性があります。
Warning: The XmlHttpRequest technique only works on modern browsers, and the browser will not display the response to the CSRF request. The request contains some non-standard headers which, if included in a cross-domain XHR, may cause the request to be pre-flighted, and so the attack may fail. These headers have been omitted in the PoC attack, to avoid pre-flighting. If the omitted headers are essential for the efficacy of the CSRF attack, you can manually add these to the PoC HTML.	警告: XmlHttpRequest手法は最新のブラウザでのみ動作し、ブラウザはCSRFリクエストのレスポンスを表示しません。クロスドメインのXHRでリクエストに非標準ヘッダが含まれている場合、プリフライトリクエストが発生し、攻撃は失敗する可能性があります。プリフライトを避けるためにこれらのヘッダは省略されています。有効なCSRF攻撃に省略されたヘッダが不可欠な場合は、PoC HTMLに手動で追加できます。
